species,longitude,latitude
Rubus chamaemorus,4655406.616,4497323.555
Rubus chamaemorus,4663081.633,5210065.145
Rubus chamaemorus,5129184.634,4827538.306
Rubus chamaemorus,4143760.064,4141585.507
Rubus chamaemorus,5224353.088,4673875.864
Rubus chamaemorus,4600630.466,4672668.228
Rubus chamaemorus,4513086.173,4199413.767
Rubus chamaemorus,5219907.23,4624759.456
Rubus chamaemorus,4339051.173,4280779.466
Rubus chamaemorus,5151364.072,4485688.405
Rubus chamaemorus,4834725.83,4563276.334
Rubus chamaemorus,5117519.362,4605042.53
Rubus chamaemorus,4474207.701,4281802.423
Rubus chamaemorus,4663120.357,4547503.058
Rubus chamaemorus,4218729.356,4410747.543
Rubus chamaemorus,5252385.596,4082184.157
Rubus chamaemorus,4993126.978999999,4860910.479000001
Rubus chamaemorus,4375185.603,4119562.805
Rubus chamaemorus,5015645.971,4679324.873
Rubus chamaemorus,4390390.591,4446929.899
Rubus chamaemorus,5017153.258,4826372.023
Rubus chamaemorus,4624191.293,3854939.223
Rubus chamaemorus,4913336.822000001,4856972.034
Rubus chamaemorus,4456541.522,4489895.165
Rubus chamaemorus,4232935.797,4178521.026
Rubus chamaemorus,4817900.194,5187544.341
Rubus chamaemorus,4200021.365,4104595.8569999994
Rubus chamaemorus,4787231.707,5157112.295999999
Rubus chamaemorus,5093977.915,5290090.654
Rubus chamaemorus,4614455.228,5100586.095
Rubus chamaemorus,5119262.038,4450034.14
Rubus chamaemorus,4200354.724,4266791.136
Rubus chamaemorus,4846581.927,4781375.311
Rubus chamaemorus,4725855.189,4527103.806
Rubus chamaemorus,4778678.642,5186822.04
Rubus chamaemorus,5284410.651,4352555.067
Rubus chamaemorus,5100968.686,5261842.891
Rubus chamaemorus,4914297.262,5196913.512999999
Rubus chamaemorus,4672852.38,4087546.778
Rubus chamaemorus,4700182.84,4590216.136
Rubus chamaemorus,4733781.795999999,4622367.134
Rubus chamaemorus,5047056.543,4608987.647
Rubus chamaemorus,4574718.826,4620120.848
Rubus chamaemorus,4126094.699,4230873.087
Rubus chamaemorus,4475829.869,4698906.308
Rubus chamaemorus,5179734.841,4924597.643
Rubus chamaemorus,4446740.851,4043213.488
Rubus chamaemorus,5257952.025,4092002.639
